#Planetname | Best Tc | PER[day] | UPER | Tp[JD-2440000] | UTp | e | Ue | OM[deg] | UOM | K[m/s] | UK | gamma[m/s] | Ugamma | dv/dt[m/s/day] | Udv/dt | seTp[JD-2440000]
HD 224693 b | 2456349.2011 | 26.6881 | 0.0060 | 13195.0 | 1.6 | 0.095 | 0.034 | 13 | 20 | 39.2 | 1.3 | 3.2 | 4.8 | 0.0 | 0.0 |   13213.9266
#RA | DEC | T14 | UT14 | V
23 59 53.739 | -22 25 41.45 |           NaN |       0.00000 |       8.23000
#Ephemerides calculated on: Mon Feb 11 20:08:34 2013
#Transit date in JD | Uncertainty | Secondary Eclipse in JD | Uncertainty | Transit date and uncertainty in Gregorian | Secondary Eclipse and uncertainty in Gregorian
2456349.20111 |    0.61601 | 2456364.12161 |    0.62709 |     25 February 2013 16:49:36.12 +/-    0 days 14:47: 3.357  |       12 March 2013 14:55:07.22 +/-    0 days 15:03: 0.446
2456375.88925 |    0.62083 | 2456390.80975 |    0.63228 |        24 March 2013 09:20:30.00 +/-    0 days 14:53:59.313  |        8 April 2013 07:26:02.10 +/-    0 days 15:10:29.318
2456402.57738 |    0.62570 | 2456417.49788 |    0.63751 |        20 April 2013 01:51:25.87 +/-    0 days 15:01: 0.095  |          4 May 2013 23:56:56.97 +/-    0 days 15:18: 1.130
2456429.26552 |    0.63060 | 2456444.18602 |    0.64280 |          16 May 2013 18:22:20.74 +/-    0 days 15:08: 4.100  |         31 May 2013 16:27:51.85 +/-    0 days 15:25:37.771
2456455.95365 |    0.63548 | 2456470.87415 |    0.64804 |         12 June 2013 10:53:15.62 +/-    0 days 15:15: 5.670  |        27 June 2013 08:58:46.72 +/-    0 days 15:33:10.698
2456482.64179 |    0.64037 | 2456497.56229 |    0.65327 |          9 July 2013 03:24:10.49 +/-    0 days 15:22: 8.277  |        24 July 2013 01:29:41.59 +/-    0 days 15:40:42.718
2456509.32992 |    0.64536 | 2456524.25042 |    0.65851 |        4 August 2013 19:55:05.37 +/-    0 days 15:29:18.994  |      19 August 2013 18:00:36.47 +/-    0 days 15:48:14.919
2456536.01806 |    0.65031 | 2456550.93856 |    0.66374 |       31 August 2013 12:26:00.24 +/-    0 days 15:36:26.536  |   15 September 2013 10:31:31.34 +/-    0 days 15:55:47.387
2456562.70619 |    0.65523 | 2456577.62669 |    0.66900 |    27 September 2013 04:56:55.11 +/-    0 days 15:43:31.676  |     12 October 2013 03:02:26.22 +/-    0 days 16:03:21.350
2456589.39433 |    0.66012 | 2456604.31483 |    0.67431 |      23 October 2013 21:27:49.99 +/-    0 days 15:50:34.362  |     7 November 2013 19:33:21.09 +/-    0 days 16:11: 0.484
2456616.08246 |    0.66509 | 2456631.00296 |    0.67966 |     19 November 2013 13:58:44.86 +/-    0 days 15:57:43.378  |     4 December 2013 12:04:15.96 +/-    0 days 16:18:42.734
2456642.77060 |    0.67006 | 2456657.69110 |    0.68500 |     16 December 2013 06:29:39.74 +/-    0 days 16:04:53.002  |    31 December 2013 04:35:10.84 +/-    0 days 16:26:23.805
2456669.45873 |    0.67510 | 2456684.37923 |    0.69027 |      11 January 2014 23:00:34.61 +/-    0 days 16:12: 8.458  |     26 January 2014 21:06:05.71 +/-    0 days 16:33:59.412
2456696.14687 |    0.68013 | 2456711.06737 |    0.69562 |      7 February 2014 15:31:29.48 +/-    0 days 16:19:23.336  |    22 February 2014 13:37:00.59 +/-    0 days 16:41:41.371
2456722.83500 |    0.68514 | 2456737.75550 |    0.70099 |         6 March 2014 08:02:24.36 +/-    0 days 16:26:36.453  |       21 March 2014 06:07:55.46 +/-    0 days 16:49:25.740
2456749.52314 |    0.69023 | 2456764.44364 |    0.70637 |         2 April 2014 00:33:19.23 +/-    0 days 16:33:55.598  |       16 April 2014 22:38:50.34 +/-    0 days 16:57:10.656
2456776.21127 |    0.69531 | 2456791.13177 |    0.71178 |        28 April 2014 17:04:14.11 +/-    0 days 16:41:15.080  |         13 May 2014 15:09:45.21 +/-    0 days 17:04:57.929
2456802.89941 |    0.70044 | 2456817.81991 |    0.71714 |          25 May 2014 09:35:08.98 +/-    0 days 16:48:37.742  |         9 June 2014 07:40:40.08 +/-    0 days 17:12:41.024
2456829.58754 |    0.70547 | 2456844.50804 |    0.72255 |         21 June 2014 02:06:03.86 +/-    0 days 16:55:52.831  |         6 July 2014 00:11:34.96 +/-    0 days 17:20:28.561
2456856.27568 |    0.71055 | 2456871.19618 |    0.72798 |         17 July 2014 18:36:58.73 +/-    0 days 17:03:11.333  |       1 August 2014 16:42:29.83 +/-    0 days 17:28:17.515
2456882.96381 |    0.71567 | 2456897.88431 |    0.73338 |       13 August 2014 11:07:53.60 +/-    0 days 17:10:34.257  |      28 August 2014 09:13:24.71 +/-    0 days 17:36: 3.854
2456909.65195 |    0.72083 | 2456924.57245 |    0.73879 |     9 September 2014 03:38:48.48 +/-    0 days 17:17:59.618  |   24 September 2014 01:44:19.58 +/-    0 days 17:43:51.178
2456936.34009 |    0.72601 | 2456951.26058 |    0.74422 |       5 October 2014 20:09:43.35 +/-    0 days 17:25:27.148  |     20 October 2014 18:15:14.45 +/-    0 days 17:51:41.001
2456963.02822 |    0.73119 | 2456977.94872 |    0.74969 |      1 November 2014 12:40:38.23 +/-    0 days 17:32:54.782  |    16 November 2014 10:46:09.33 +/-    0 days 17:59:33.318
