#Planetname | Best Tc | PER[day] | UPER | Tp[JD-2440000] | UTp | e | Ue | OM[deg] | UOM | K[m/s] | UK | gamma[m/s] | Ugamma | dv/dt[m/s/day] | Udv/dt | seTp[JD-2440000]
HD 6434 b | 2456349.3368 | 21.998 | 0.012 | 11490.82 | 0.84 | 0.169 | 0.036 | 156 | 14 | 34.2 | 1.4 | 23022.59 | 0.91 | 0.0 | 0.0 |   11496.6242
#RA | DEC | T14 | UT14 | V
01 04 40.279 | -39 29 12.97 |           NaN |       0.00000 |       7.72000
#Ephemerides calculated on: Tue Feb 12 17:58:53 2013
#Transit date in JD | Uncertainty | Secondary Eclipse in JD | Uncertainty | Transit date and uncertainty in Gregorian | Secondary Eclipse and uncertainty in Gregorian
2456349.33683 |    2.65624 | 2456358.17090 |    2.63632 |     25 February 2013 20:05:01.88 +/-    2 days 15:44:59.270  |        6 March 2013 16:06:05.69 +/-    2 days 15:16:18.179
2456371.33473 |    2.66845 | 2456380.16881 |    2.64876 |        19 March 2013 20:02:00.96 +/-    2 days 16:02:33.698  |       28 March 2013 16:03:04.77 +/-    2 days 15:34:12.470
2456393.33264 |    2.68065 | 2456402.16671 |    2.66123 |        10 April 2013 19:59:00.03 +/-    2 days 16:20: 8.384  |       19 April 2013 16:00:03.85 +/-    2 days 15:52:10.453
2456415.33055 |    2.69288 | 2456424.16462 |    2.67371 |           2 May 2013 19:55:59.11 +/-    2 days 16:37:44.534  |         11 May 2013 15:57:02.92 +/-    2 days 16:10: 8.578
2456437.32845 |    2.70517 | 2456446.16252 |    2.68619 |          24 May 2013 19:52:58.18 +/-    2 days 16:55:26.453  |         2 June 2013 15:54:01.00 +/-    2 days 16:28: 6.843
2456459.32636 |    2.71748 | 2456468.16043 |    2.69868 |         15 June 2013 19:49:57.26 +/-    2 days 17:13: 9.912  |        24 June 2013 15:51:01.07 +/-    2 days 16:46: 6.347
2456481.32426 |    2.72981 | 2456490.15834 |    2.71120 |          7 July 2013 19:46:56.34 +/-    2 days 17:30:55.808  |        16 July 2013 15:48:00.15 +/-    2 days 17:04: 7.733
2456503.32217 |    2.74213 | 2456512.15624 |    2.72372 |         29 July 2013 19:43:55.41 +/-    2 days 17:48:40.248  |       7 August 2013 15:44:59.22 +/-    2 days 17:22: 9.231
2456525.32008 |    2.75445 | 2456534.15415 |    2.73624 |       20 August 2013 19:40:54.49 +/-    2 days 18:06:24.783  |      29 August 2013 15:41:58.30 +/-    2 days 17:40:10.839
2456547.31798 |    2.76678 | 2456556.15205 |    2.74876 |    11 September 2013 19:37:53.56 +/-    2 days 18:24: 9.411  |   20 September 2013 15:38:57.38 +/-    2 days 17:58:12.556
2456569.31589 |    2.77907 | 2456578.14996 |    2.76128 |       3 October 2013 19:34:52.64 +/-    2 days 18:41:51.580  |     12 October 2013 15:35:56.45 +/-    2 days 18:16:14.526
2456591.31379 |    2.79134 | 2456600.14786 |    2.77381 |      25 October 2013 19:31:51.72 +/-    2 days 18:59:31.648  |     3 November 2013 15:32:55.53 +/-    2 days 18:34:17.005
2456613.31170 |    2.80363 | 2456622.14577 |    2.78634 |     16 November 2013 19:28:50.79 +/-    2 days 19:17:13.971  |    25 November 2013 15:29:54.60 +/-    2 days 18:52:19.601
