#Planetname | Best Tc | PER[day] | UPER | Tp[JD-2440000] | UTp | e | Ue | OM[deg] | UOM | K[m/s] | UK | gamma[m/s] | Ugamma | dv/dt[m/s/day] | Udv/dt | seTp[JD-2440000]
HD 52265 b | 2456392.6427 | 119.293 | 0.023 | 10835.2 | 1.2 | 0.290 | 0.018 | 251.7 | 4.8 | 43.30 | 0.93 | -1.0 | 1.5 | 0.0 | 0.0 |   10838.0897
#RA | DEC | T14 | UT14 | V
07 00 18.104 | -05 22 02.49 |           NaN |       0.00000 |       6.29000
#Ephemerides calculated on: Tue Feb  5 19:33:22 2013
#Transit date in JD | Uncertainty | Secondary Eclipse in JD | Uncertainty | Transit date and uncertainty in Gregorian | Secondary Eclipse and uncertainty in Gregorian
2456392.64271 |    1.33064 | 2456445.11908 |    0.96141 |        10 April 2013 03:25:30.01 +/-    1 days  7:56: 7.624  |         1 June 2013 14:51:28.51 +/-    0 days 23:04:26.075
2456511.93534 |    1.33230 | 2456564.41171 |    0.98170 |        7 August 2013 10:26:53.08 +/-    1 days  7:58:30.464  |   28 September 2013 21:52:51.58 +/-    0 days 23:33:39.153
2456631.22796 |    1.33449 | 2456683.70434 |    1.00246 |      4 December 2013 17:28:16.15 +/-    1 days  8:01:39.742  |     26 January 2014 04:54:14.65 +/-    1 days  0:03:32.210
2456750.52059 |    1.33681 | 2456802.99696 |    1.02289 |         3 April 2014 00:29:39.22 +/-    1 days  8:05: 0.151  |         25 May 2014 11:55:37.72 +/-    1 days  0:32:57.679
2456869.81322 |    1.33941 | 2456922.28959 |    1.04366 |         31 July 2014 07:31:02.30 +/-    1 days  8:08:44.675  |   21 September 2014 18:57:00.80 +/-    1 days  1:02:51.973
2456989.10585 |    1.34223 | 2457041.58222 |    1.06425 |     27 November 2014 14:32:25.37 +/-    1 days  8:12:48.709  |     19 January 2015 01:58:23.87 +/-    1 days  1:32:30.970
2457108.39848 |    1.34609 | 2457160.87485 |    1.08545 |        26 March 2015 21:33:48.44 +/-    1 days  8:18:22.005  |         18 May 2015 08:59:46.94 +/-    1 days  2:03: 2.762
2457227.69111 |    1.35006 | 2457280.16748 |    1.10651 |         24 July 2015 04:35:11.51 +/-    1 days  8:24: 5.530  |   14 September 2015 16:01:10.01 +/-    1 days  2:33:22.815
2457346.98373 |    1.35413 | 2457399.46011 |    1.12775 |     20 November 2015 11:36:34.59 +/-    1 days  8:29:56.496  |     11 January 2016 23:02:33.09 +/-    1 days  3:03:57.290
2457466.27636 |    1.35883 | 2457518.75273 |    1.14925 |        18 March 2016 18:37:57.66 +/-    1 days  8:36:42.693  |         10 May 2016 06:03:56.16 +/-    1 days  3:34:55.611
2457585.56899 |    1.36394 | 2457638.04536 |    1.17036 |         16 July 2016 01:39:20.73 +/-    1 days  8:44: 4.343  |    6 September 2016 13:05:19.23 +/-    1 days  4:05:18.761
2457704.86162 |    1.36891 | 2457757.33799 |    1.19163 |     12 November 2016 08:40:43.80 +/-    1 days  8:51:13.997  |      3 January 2017 20:06:42.30 +/-    1 days  4:35:57.122
2457824.15425 |    1.37445 | 2457876.63062 |    1.21290 |        11 March 2017 15:42:06.88 +/-    1 days  8:59:12.518  |          3 May 2017 03:08:05.38 +/-    1 days  5:06:34.930
2457943.44687 |    1.38073 | 2457995.92325 |    1.23428 |          8 July 2017 22:43:29.95 +/-    1 days  9:08:15.062  |      30 August 2017 10:09:28.45 +/-    1 days  5:37:21.721
2458062.73950 |    1.38737 | 2458115.21587 |    1.25594 |      5 November 2017 05:44:53.02 +/-    1 days  9:17:48.529  |    27 December 2017 17:10:51.52 +/-    1 days  6:08:33.612
2458182.03213 |    1.39434 | 2458234.50850 |    1.27751 |         4 March 2018 12:46:16.09 +/-    1 days  9:27:51.108  |       26 April 2018 00:12:14.59 +/-    1 days  6:39:36.650
2458301.32476 |    1.40162 | 2458353.80113 |    1.29915 |          1 July 2018 19:47:39.16 +/-    1 days  9:38:19.694  |      23 August 2018 07:13:37.66 +/-    1 days  7:10:46.703
2458420.61739 |    1.40880 | 2458473.09376 |    1.32098 |      29 October 2018 02:49:02.24 +/-    1 days  9:48:40.018  |    20 December 2018 14:15:00.74 +/-    1 days  7:42:12.711
2458539.91002 |    1.41643 | 2458592.38639 |    1.34271 |     25 February 2019 09:50:25.31 +/-    1 days  9:59:39.802  |       18 April 2019 21:16:23.81 +/-    1 days  8:13:30.382
