#Planetname | Best Tc | PER[day] | UPER | Tp[JD-2440000] | UTp | e | Ue | OM[deg] | UOM | K[m/s] | UK | gamma[m/s] | Ugamma | dv/dt[m/s/day] | Udv/dt | seTp[JD-2440000]
HD 108147 b | 2456336.2268 | 10.9016 | 0.0014 | 10828.43 | 0.17 | 0.516 | 0.036 | 312.8 | 4.9 | 32.1 | 1.7 | -5026.06 | 0.96 | 0.0 | 0.0 |   10828.5444
#RA | DEC | T14 | UT14 | V
12 25 46.510 | -64 01 18.98 |           NaN |       0.00000 |       6.99000
#Ephemerides calculated on: Mon Feb 11 17:54:00 2013
#Transit date in JD | Uncertainty | Secondary Eclipse in JD | Uncertainty | Transit date and uncertainty in Gregorian | Secondary Eclipse and uncertainty in Gregorian
2456336.22682 |    0.61915 | 2456344.24097 |    0.58868 |     12 February 2013 17:26:37.15 +/-    0 days 14:51:34.194  |    20 February 2013 17:46:59.74 +/-    0 days 14:07:42.039
2456347.12838 |    0.62039 | 2456355.14253 |    0.59009 |     23 February 2013 15:04:51.90 +/-    0 days 14:53:21.673  |        3 March 2013 15:25:14.49 +/-    0 days 14:09:43.547
2456358.02994 |    0.62168 | 2456366.04409 |    0.59149 |         6 March 2013 12:43:06.66 +/-    0 days 14:55:12.970  |       14 March 2013 13:03:29.25 +/-    0 days 14:11:45.060
2456368.93150 |    0.62296 | 2456376.94565 |    0.59290 |        17 March 2013 10:21:21.42 +/-    0 days 14:57: 3.699  |       25 March 2013 10:41:44.01 +/-    0 days 14:13:46.578
2456379.83306 |    0.62424 | 2456387.84721 |    0.59431 |        28 March 2013 07:59:36.18 +/-    0 days 14:58:53.939  |        5 April 2013 08:19:58.77 +/-    0 days 14:15:48.100
2456390.73462 |    0.62555 | 2456398.74877 |    0.59571 |         8 April 2013 05:37:50.94 +/-    0 days 15:00:47.285  |       16 April 2013 05:58:13.53 +/-    0 days 14:17:49.628
2456401.63618 |    0.62688 | 2456409.65033 |    0.59712 |        19 April 2013 03:16:05.69 +/-    0 days 15:02:42.830  |       27 April 2013 03:36:28.28 +/-    0 days 14:19:51.160
2456412.53774 |    0.62819 | 2456420.55189 |    0.59853 |        30 April 2013 00:54:20.45 +/-    0 days 15:04:35.385  |          8 May 2013 01:14:43.04 +/-    0 days 14:21:52.697
2456423.43930 |    0.62949 | 2456431.45345 |    0.59993 |          10 May 2013 22:32:35.21 +/-    0 days 15:06:27.994  |         18 May 2013 22:52:57.80 +/-    0 days 14:23:54.239
2456434.34086 |    0.63081 | 2456442.35501 |    0.60134 |          21 May 2013 20:10:49.97 +/-    0 days 15:08:21.847  |         29 May 2013 20:31:12.56 +/-    0 days 14:25:55.785
2456445.24242 |    0.63214 | 2456453.25657 |    0.60275 |          1 June 2013 17:49:04.72 +/-    0 days 15:10:16.476  |         9 June 2013 18:09:27.31 +/-    0 days 14:27:57.336
2456456.14398 |    0.63347 | 2456464.15813 |    0.60415 |         12 June 2013 15:27:19.48 +/-    0 days 15:12:11.449  |        20 June 2013 15:47:42.07 +/-    0 days 14:29:58.892
2456467.04554 |    0.63479 | 2456475.05969 |    0.60556 |         23 June 2013 13:05:34.24 +/-    0 days 15:14: 5.429  |         1 July 2013 13:25:56.83 +/-    0 days 14:32: 0.723
2456477.94709 |    0.63608 | 2456485.96125 |    0.60699 |          4 July 2013 10:43:48.00 +/-    0 days 15:15:57.384  |        12 July 2013 11:04:11.59 +/-    0 days 14:34: 3.602
2456488.84865 |    0.63737 | 2456496.86280 |    0.60841 |         15 July 2013 08:22:03.76 +/-    0 days 15:17:49.079  |        23 July 2013 08:42:26.35 +/-    0 days 14:36: 6.488
2456499.75021 |    0.63868 | 2456507.76436 |    0.60983 |         26 July 2013 06:00:18.51 +/-    0 days 15:19:41.763  |       3 August 2013 06:20:41.10 +/-    0 days 14:38: 9.380
2456510.65177 |    0.63998 | 2456518.66592 |    0.61125 |        6 August 2013 03:38:33.27 +/-    0 days 15:21:34.494  |      14 August 2013 03:58:55.86 +/-    0 days 14:40:12.278
2456521.55333 |    0.64130 | 2456529.56748 |    0.61267 |       17 August 2013 01:16:48.03 +/-    0 days 15:23:27.964  |      25 August 2013 01:37:10.62 +/-    0 days 14:42:14.976
2456532.45489 |    0.64262 | 2456540.46904 |    0.61409 |       27 August 2013 22:55:02.79 +/-    0 days 15:25:22.025  |    4 September 2013 23:15:25.38 +/-    0 days 14:44:17.038
2456543.35645 |    0.64394 | 2456551.37060 |    0.61550 |     7 September 2013 20:33:17.55 +/-    0 days 15:27:16.592  |   15 September 2013 20:53:40.14 +/-    0 days 14:46:19.103
