#Planetname | Best Tc | PER[day] | UPER | Tp[JD-2440000] | UTp | e | Ue | OM[deg] | UOM | K[m/s] | UK | gamma[m/s] | Ugamma | dv/dt[m/s/day] | Udv/dt | seTp[JD-2440000]
HD 27894 b | 2456349.8706 | 17.990 | 0.011 | 13275.5 | 1.6 | 0.049 | 0.023 | 133 | 31 | 58.1 | 1.5 | 82902.3 | 1.0 | 0.0 | 0.0 |   13282.1153
#RA | DEC | T14 | UT14 | V
04 20 46.838 | -59 24 41.40 |           NaN |       0.00000 |       9.36000
#Ephemerides calculated on: Tue Feb 12 17:46:00 2013
#Transit date in JD | Uncertainty | Secondary Eclipse in JD | Uncertainty | Transit date and uncertainty in Gregorian | Secondary Eclipse and uncertainty in Gregorian
2456349.87064 |    1.85284 | 2456358.48610 |    1.92301 |     26 February 2013 08:53:43.26 +/-    1 days 20:28: 5.251  |        6 March 2013 23:39:58.77 +/-    1 days 22:09: 7.704
2456367.86109 |    1.86372 | 2456376.47655 |    1.93400 |        16 March 2013 08:39:58.36 +/-    1 days 20:43:45.174  |       24 March 2013 23:26:13.88 +/-    1 days 22:24:57.959
2456385.85154 |    1.87466 | 2456394.46700 |    1.94497 |         3 April 2013 08:26:13.47 +/-    1 days 20:59:30.391  |       11 April 2013 23:12:28.98 +/-    1 days 22:40:45.690
2456403.84200 |    1.88560 | 2456412.45745 |    1.95594 |        21 April 2013 08:12:28.57 +/-    1 days 21:15:15.656  |       29 April 2013 22:58:44.09 +/-    1 days 22:56:33.449
2456421.83245 |    1.89654 | 2456430.44791 |    1.96691 |           9 May 2013 07:58:43.68 +/-    1 days 21:31: 0.968  |         17 May 2013 22:44:59.19 +/-    1 days 23:12:21.233
2456439.82290 |    1.90747 | 2456448.43836 |    1.97788 |          27 May 2013 07:44:58.79 +/-    1 days 21:46:45.674  |         4 June 2013 22:31:14.30 +/-    1 days 23:28: 9.043
2456457.81336 |    1.91837 | 2456466.42881 |    1.98885 |         14 June 2013 07:31:13.89 +/-    1 days 22:02:26.942  |        22 June 2013 22:17:29.40 +/-    1 days 23:43:56.878
2456475.80381 |    1.92926 | 2456484.41927 |    1.99983 |          2 July 2013 07:17:28.00 +/-    1 days 22:18: 8.251  |        10 July 2013 22:03:44.51 +/-    1 days 23:59:44.922
2456493.79426 |    1.94016 | 2456502.40972 |    2.01078 |         20 July 2013 07:03:44.10 +/-    1 days 22:33:49.599  |        28 July 2013 21:49:59.62 +/-    2 days  0:15:31.793
2456511.78471 |    1.95102 | 2456520.40017 |    2.02178 |        7 August 2013 06:49:59.21 +/-    1 days 22:49:27.823  |      15 August 2013 21:36:14.72 +/-    2 days  0:31:21.912
2456529.77517 |    1.96179 | 2456538.39062 |    2.03284 |       25 August 2013 06:36:14.31 +/-    1 days 23:04:58.933  |    2 September 2013 21:22:29.83 +/-    2 days  0:47:17.597
2456547.76562 |    1.97247 | 2456556.38108 |    2.04394 |    12 September 2013 06:22:29.42 +/-    1 days 23:20:21.199  |   20 September 2013 21:08:44.93 +/-    2 days  1:03:16.155
2456565.75607 |    1.98314 | 2456574.37153 |    2.05491 |    30 September 2013 06:08:44.52 +/-    1 days 23:35:43.500  |      8 October 2013 20:55:00.04 +/-    2 days  1:19: 4.548
2456583.74652 |    1.99384 | 2456592.36198 |    2.06585 |      18 October 2013 05:54:59.63 +/-    1 days 23:51: 7.814  |     26 October 2013 20:41:15.14 +/-    2 days  1:34:49.829
2456601.73698 |    2.00481 | 2456610.35243 |    2.07680 |      5 November 2013 05:41:14.73 +/-    2 days  0:06:55.608  |    13 November 2013 20:27:30.25 +/-    2 days  1:50:35.820
2456619.72743 |    2.01586 | 2456628.34289 |    2.08777 |     23 November 2013 05:27:29.84 +/-    2 days  0:22:50.008  |     1 December 2013 20:13:45.35 +/-    2 days  2:06:23.239
2456637.71788 |    2.02672 | 2456646.33334 |    2.09873 |     11 December 2013 05:13:44.95 +/-    2 days  0:38:29.038  |    19 December 2013 20:00:00.46 +/-    2 days  2:22: 9.981
2456655.70833 |    2.03759 | 2456664.32379 |    2.10980 |     29 December 2013 05:00:00.05 +/-    2 days  0:54: 8.112  |      6 January 2014 19:46:15.56 +/-    2 days  2:38: 6.895
2456673.69879 |    2.04834 | 2456682.31424 |    2.12083 |      16 January 2014 04:46:15.16 +/-    2 days  1:09:36.748  |     24 January 2014 19:32:30.67 +/-    2 days  2:53:59.303
2456691.68924 |    2.05906 | 2456700.30470 |    2.13184 |      3 February 2014 04:32:30.26 +/-    2 days  1:25: 3.200  |    11 February 2014 19:18:45.78 +/-    2 days  3:09:51.089
2456709.67969 |    2.06983 | 2456718.29515 |    2.14288 |     21 February 2014 04:18:45.37 +/-    2 days  1:40:33.430  |        1 March 2014 19:05:00.88 +/-    2 days  3:25:44.518
2456727.67014 |    2.08061 | 2456736.28560 |    2.15390 |        11 March 2014 04:05:00.47 +/-    2 days  1:56: 4.748  |       19 March 2014 18:51:15.99 +/-    2 days  3:41:36.846
2456745.66060 |    2.09142 | 2456754.27605 |    2.16491 |        29 March 2014 03:51:15.58 +/-    2 days  2:11:38.457  |        6 April 2014 18:37:31.09 +/-    2 days  3:57:28.135
2456763.65105 |    2.10236 | 2456772.26651 |    2.17592 |        16 April 2014 03:37:30.68 +/-    2 days  2:27:23.841  |       24 April 2014 18:23:46.20 +/-    2 days  4:13:19.448
2456781.64150 |    2.11335 | 2456790.25696 |    2.18700 |           4 May 2014 03:23:45.79 +/-    2 days  2:43:13.039  |         12 May 2014 18:10:01.30 +/-    2 days  4:29:16.933
2456799.63195 |    2.12433 | 2456808.24741 |    2.19813 |          22 May 2014 03:10:00.89 +/-    2 days  2:59: 2.264  |         30 May 2014 17:56:16.41 +/-    2 days  4:45:18.433
2456817.62241 |    2.13532 | 2456826.23786 |    2.20926 |          9 June 2014 02:56:15.00 +/-    2 days  3:14:51.514  |        17 June 2014 17:42:31.51 +/-    2 days  5:01:19.987
2456835.61286 |    2.14631 | 2456844.22832 |    2.22039 |         27 June 2014 02:42:31.10 +/-    2 days  3:30:40.789  |         5 July 2014 17:28:46.62 +/-    2 days  5:17:21.717
2456853.60331 |    2.15729 | 2456862.21877 |    2.23152 |         15 July 2014 02:28:46.21 +/-    2 days  3:46:30.089  |        23 July 2014 17:15:01.72 +/-    2 days  5:33:22.945
2456871.59377 |    2.16823 | 2456880.20922 |    2.24260 |        2 August 2014 02:15:01.32 +/-    2 days  4:02:15.029  |      10 August 2014 17:01:16.83 +/-    2 days  5:49:20.581
