#Planetname | Best Tc | PER[day] | UPER | Tp[JD-2440000] | UTp | e | Ue | OM[deg] | UOM | K[m/s] | UK | gamma[m/s] | Ugamma | dv/dt[m/s/day] | Udv/dt | seTp[JD-2440000]
HD 179079 b | 2456343.1832 | 14.4711 | 0.0061 | 14398.1 | 2.5 | 0.075 | 0.059 | 297 | 80 | 6.18 | 0.44 | -1.97 | 0.46 | 0.0 | 0.0 |   14397.5273
#RA | DEC | T14 | UT14 | V
19 11 09.907 | -02 38 17.40 |           NaN |       0.00000 |       7.95000
#Ephemerides calculated on: Mon Feb 11 20:02:27 2013
#Transit date in JD | Uncertainty | Secondary Eclipse in JD | Uncertainty | Transit date and uncertainty in Gregorian | Secondary Eclipse and uncertainty in Gregorian
2456343.18316 |    0.91713 | 2456350.73273 |    0.83417 |     19 February 2013 16:23:44.86 +/-    0 days 22:00:40.244  |    27 February 2013 05:35:07.88 +/-    0 days 20:01:12.682
2456357.65429 |    0.92252 | 2456365.20386 |    0.83968 |         6 March 2013 03:42:10.32 +/-    0 days 22:08:26.156  |       13 March 2013 16:53:33.34 +/-    0 days 20:09: 8.707
2456372.12541 |    0.92791 | 2456379.67499 |    0.84519 |        20 March 2013 15:00:35.78 +/-    0 days 22:16:11.000  |       28 March 2013 04:11:58.80 +/-    0 days 20:17: 4.144
2456386.59654 |    0.93353 | 2456394.14611 |    0.85073 |         4 April 2013 02:19:01.24 +/-    0 days 22:24:17.324  |       11 April 2013 15:30:24.26 +/-    0 days 20:25: 2.895
2456401.06767 |    0.93896 | 2456408.61724 |    0.85629 |        18 April 2013 13:37:26.70 +/-    0 days 22:32: 6.300  |       26 April 2013 02:48:49.72 +/-    0 days 20:33: 3.617
2456415.53880 |    0.94434 | 2456423.08837 |    0.86186 |           3 May 2013 00:55:52.16 +/-    0 days 22:39:51.057  |         10 May 2013 14:07:15.18 +/-    0 days 20:41: 4.504
2456430.00993 |    0.94972 | 2456437.55950 |    0.86743 |          17 May 2013 12:14:17.62 +/-    0 days 22:47:36.059  |         25 May 2013 01:25:40.64 +/-    0 days 20:49: 5.784
2456444.48105 |    0.95535 | 2456452.03063 |    0.87300 |          31 May 2013 23:32:43.08 +/-    0 days 22:55:41.878  |         8 June 2013 12:44:06.10 +/-    0 days 20:57: 7.315
2456458.95218 |    0.96138 | 2456466.50175 |    0.87859 |         15 June 2013 10:51:08.54 +/-    0 days 23:04:23.546  |        23 June 2013 00:02:31.56 +/-    0 days 21:05: 9.794
2456473.42331 |    0.96702 | 2456480.97288 |    0.88419 |         29 June 2013 22:09:33.00 +/-    0 days 23:12:30.773  |         7 July 2013 11:20:57.02 +/-    0 days 21:13:13.886
2456487.89444 |    0.97266 | 2456495.44401 |    0.88984 |         14 July 2013 09:27:59.46 +/-    0 days 23:20:37.399  |        21 July 2013 22:39:22.48 +/-    0 days 21:21:21.933
2456502.36557 |    0.97829 | 2456509.91514 |    0.89541 |         28 July 2013 20:46:24.92 +/-    0 days 23:28:44.223  |       5 August 2013 09:57:47.94 +/-    0 days 21:29:23.126
2456516.83669 |    0.98379 | 2456524.38627 |    0.90098 |       12 August 2013 08:04:50.38 +/-    0 days 23:36:39.497  |      19 August 2013 21:16:13.40 +/-    0 days 21:37:24.365
2456531.30782 |    0.98921 | 2456538.85739 |    0.90668 |       26 August 2013 19:23:15.84 +/-    0 days 23:44:27.912  |    3 September 2013 08:34:38.86 +/-    0 days 21:45:36.776
2456545.77895 |    0.99496 | 2456553.32852 |    0.91233 |    10 September 2013 06:41:41.30 +/-    0 days 23:52:44.973  |   17 September 2013 19:53:04.32 +/-    0 days 21:53:45.535
2456560.25008 |    1.00096 | 2456567.79965 |    0.91801 |    24 September 2013 18:00:06.76 +/-    1 days  0:01:22.693  |      2 October 2013 07:11:29.78 +/-    0 days 22:01:56.059
