#Planetname | Best Tc | PER[day] | UPER | Tp[JD-2440000] | UTp | e | Ue | OM[deg] | UOM | K[m/s] | UK | gamma[m/s] | Ugamma | dv/dt[m/s/day] | Udv/dt | seTp[JD-2440000]
HD 16141 b | 2456384.0577 | 75.438 | 0.026 | 10348.1 | 2.9 | 0.238 | 0.044 | 83 | 13 | 11.27 | 0.57 | 2.69 | 0.49 | 0.0 | 0.0 |   10390.9448
#RA | DEC | T14 | UT14 | V
02 35 20.020 | -03 33 34.34 |           NaN |       0.00000 |       6.83000
#Ephemerides calculated on: Mon Feb 11 19:48:12 2013
#Transit date in JD | Uncertainty | Secondary Eclipse in JD | Uncertainty | Transit date and uncertainty in Gregorian | Secondary Eclipse and uncertainty in Gregorian
2456384.05769 |    1.40419 | 2456423.23742 |    2.55807 |         1 April 2013 13:23:04.66 +/-    1 days  9:42: 1.966  |         10 May 2013 17:41:52.91 +/-    2 days 13:23:37.259
2456459.49552 |    1.42232 | 2456498.67524 |    2.57534 |         15 June 2013 23:53:32.91 +/-    1 days 10:08: 8.122  |        25 July 2013 04:12:21.16 +/-    2 days 13:48:29.000
2456534.93335 |    1.44059 | 2456574.11307 |    2.59240 |       30 August 2013 10:24:01.16 +/-    1 days 10:34:26.877  |      8 October 2013 14:42:49.41 +/-    2 days 14:13: 3.228
2456610.37117 |    1.45937 | 2456649.55090 |    2.60974 |     13 November 2013 20:54:29.41 +/-    1 days 11:01:29.978  |    23 December 2013 01:13:17.66 +/-    2 days 14:38: 1.310
2456685.80900 |    1.47870 | 2456724.98873 |    2.62763 |      28 January 2014 07:24:57.66 +/-    1 days 11:29:19.901  |        8 March 2014 11:43:45.91 +/-    2 days 15:03:46.945
2456761.24683 |    1.49810 | 2456800.42655 |    2.64603 |        13 April 2014 17:55:25.91 +/-    1 days 11:57:16.177  |         22 May 2014 22:14:14.16 +/-    2 days 15:30:17.311
2456836.68465 |    1.51700 | 2456875.86438 |    2.66272 |         28 June 2014 04:25:54.16 +/-    1 days 12:24:28.469  |       6 August 2014 08:44:42.41 +/-    2 days 15:54:19.414
2456912.12248 |    1.53666 | 2456951.30221 |    2.68056 |    11 September 2014 14:56:22.40 +/-    1 days 12:52:47.028  |     20 October 2014 19:15:10.66 +/-    2 days 16:20: 0.600
2456987.56031 |    1.55691 | 2457026.74003 |    2.69825 |     26 November 2014 01:26:50.65 +/-    1 days 13:21:56.754  |      4 January 2015 05:45:38.91 +/-    2 days 16:45:28.776
2457062.99814 |    1.57637 | 2457102.17786 |    2.71658 |      9 February 2015 11:57:18.90 +/-    1 days 13:49:58.584  |       20 March 2015 16:16:07.16 +/-    2 days 17:11:52.274
